dis_doid	dis_name	numgenes_AlteredExpression	numgenes_Biomarker	numgenes_GenomicAlterations	numgenes_PosttranslationalModification	numgenes_Therapeutic	numgenes_dir	numgenes_prop
DOID:14336	estrogen excess	4	3	1	0	0	6	6
DOID:0050573	2-hydroxyglutaric aciduria	2	4	6	0	0	6	6
DOID:672	spleen cancer	1	5	0	0	0	6	6
DOID:9192	dyskinesia of esophagus	3	3	0	0	0	6	6
DOID:10035	asymptomatic neurosyphilis	3	2	3	0	0	19	6
DOID:6126	anal canal carcinoma	2	3	2	0	0	4	6
DOID:0080376	error	0	1	6	0	0	6	6
DOID:9378	glaucomatocyclitic crisis	1	0	5	0	0	6	6
DOID:2247	spondylosis	1	2	3	0	0	109	6
DOID:2239	granulomatous hepatitis	2	4	0	0	0	6	6
DOID:3373	juxtacortical osteosarcoma	3	2	2	0	0	7	6
DOID:9369	orbital plasma cell granuloma	0	6	0	0	0	6	6
DOID:0110094	short-rib thoracic dysplasia 8 with or without polydactyly	0	5	1	0	0	6	6
DOID:1064	cystinosis	1	4	2	0	0	51	6
DOID:0110095	short-rib thoracic dysplasia 11 with or without polydactyly	0	5	1	0	0	6	6
DOID:0110008	achromatopsia 3	0	2	5	0	0	6	6
DOID:0110144	Bartter disease type 3	0	4	3	0	0	10	6
DOID:3608	appendix adenocarcinoma	3	3	0	0	0	6	6
DOID:4186	articulation disorder	2	3	2	0	0	2	6
DOID:0110403	retinitis pigmentosa 13	0	2	5	0	0	45	6
DOID:9766	xanthogranulomatous cholecystitis	2	2	1	1	0	6	6
DOID:0060410	chromosome 1p36 deletion syndrome	0	5	5	0	0	6	6
DOID:9767	myocardial stunning	0	6	0	0	0	6	6
DOID:4931	nasal cavity carcinoma	1	5	0	0	0	1	6
DOID:0050834	CHARGE syndrome	3	4	1	1	0	49	6
DOID:6500	cerebellar angioblastoma	0	6	1	0	0	6	6
DOID:0111260	error	1	5	1	0	0	6	6
DOID:9283	borderline glaucoma	0	4	0	0	2	6	6
DOID:11624	penile neoplasm	0	4	0	2	0	6	6
DOID:0050811	congenital adrenal hyperplasia	1	3	3	1	0	126	6
DOID:0110965	brachydactyly type A2	3	4	5	0	0	6	6
DOID:11917	tinea cruris	0	5	1	0	0	6	6
DOID:0050781	Ogden syndrome	0	2	5	0	0	6	6
DOID:0060858	hypotonia-cystinuria syndrome	0	4	6	1	0	8	6
DOID:14764	Larsen syndrome	0	3	5	0	0	6	6
DOID:0060698	hyperekplexia 3	0	2	5	0	0	7	6
DOID:0060711	autosomal recessive congenital ichthyosis 3	4	1	2	0	0	37	6
DOID:0060712	autosomal recessive congenital ichthyosis 4A	4	1	2	0	0	37	6
DOID:0060815	Miles-Carpenter syndrome	5	1	1	0	0	21	6
DOID:166	melanotic neuroectodermal tumor	1	2	3	0	0	6	6
DOID:0111393	error	0	6	3	0	0	6	6
DOID:11427	endosalpingiosis	0	4	2	0	0	6	6
DOID:0111164	molybdenum cofactor deficiency type A	4	2	2	0	0	13	6
DOID:4751	striatonigral degeneration	1	5	1	0	0	18	6
DOID:0060737	junctional epidermolysis bullosa Herlitz type	2	5	6	0	0	6	6
DOID:0111399	error	0	6	1	0	0	6	6
DOID:0060739	hand-foot-genital syndrome	5	1	2	0	0	9	6
DOID:4976	elephantiasis	0	4	2	0	0	6	6
DOID:14768	Saethre-Chotzen syndrome	6	1	1	0	0	31	6
DOID:0050713	fatal infantile encephalocardiomyopathy	0	4	6	0	0	6	6
DOID:0111012	cone-rod dystrophy 7	0	5	2	0	0	6	6
DOID:819	mediastinitis	0	4	2	0	0	6	6
DOID:0050655	Bamforth-Lazarus syndrome	0	2	5	0	0	6	6
DOID:9869	hereditary fructose intolerance syndrome	1	5	2	0	0	6	6
DOID:1495	cystic echinococcosis	4	2	0	0	0	6	6
DOID:9095	esophagus carcinoma in situ	0	0	6	0	0	6	6
DOID:4939	ureter carcinoma	1	3	2	0	0	5	6
DOID:6404	metanephric adenoma	2	3	1	0	0	6	6
DOID:0080589	error	1	5	2	0	0	6	6
DOID:0060697	hyperekplexia 2	0	2	5	0	0	7	6
DOID:0111392	error	1	5	2	0	0	7	6
DOID:0110384	retinitis pigmentosa 25	0	5	2	0	0	48	6
DOID:0050628	advanced sleep phase syndrome	0	4	4	2	0	5	6
DOID:5511	dysgerminoma of ovary	1	3	3	0	0	6	6
DOID:1835	mononeuritis multiplex	3	4	0	0	0	10	6
DOID:4154	dentinogenesis imperfecta	1	5	1	1	0	94	6
DOID:0050601	ADULT syndrome	0	3	4	0	0	6	6
DOID:11633	thyroid hormone resistance syndrome	2	2	4	1	0	48	6
DOID:5445	syringocystadenoma papilliferum	1	3	3	0	0	6	6
DOID:0090129	carnitine palmitoyltransferase I deficiency	0	6	1	0	0	9	6
DOID:3283	invasive malignant thymoma	3	3	0	0	0	6	6
DOID:9249	Beemer-Langer syndrome	0	0	6	0	0	6	6
DOID:0080050	acromesomelic dysplasia, Maroteaux type	2	5	3	0	0	7	6
DOID:7033	anisakiasis	1	5	0	0	0	9	6
DOID:8354	complement component 3 deficiency	0	5	2	0	0	6	6
DOID:4031	eosinophilic gastroenteritis	1	5	0	0	0	9	6
DOID:5463	cochlear disease	0	5	0	0	1	6	6
DOID:13036	tick-borne relapsing fever	0	6	0	0	0	6	6
DOID:0110117	autoimmune lymphoproliferative syndrome type 4	1	3	5	0	0	6	6
DOID:10955	strongyloidiasis	1	5	0	0	0	6	6
DOID:0110831	Usher syndrome type 1D	0	1	6	0	0	48	6
DOID:0080561	error	0	4	3	0	0	6	6
DOID:3269	ovarian cystadenoma	1	2	3	0	0	4	6
DOID:13014	shipyard eye	1	5	0	0	0	6	6
DOID:5768	Nager acrofacial dysostosis	2	2	3	0	0	10	6
DOID:5501	Pediculus humanus capitis infestation	1	4	2	0	0	6	6
DOID:11320	Kyasanur forest disease	3	3	0	0	0	6	6
DOID:0090031	D-bifunctional protein deficiency	0	6	1	0	0	7	6
DOID:0090139	cortisone reductase deficiency	1	4	4	0	0	5	6
DOID:5048	posterior pituitary gland neoplasm	2	5	0	0	0	5	6
DOID:0110860	polycystic kidney disease 3	2	3	2	0	0	6	6
DOID:0110074	arrhythmogenic right ventricular dysplasia 5	0	4	2	0	0	6	6
DOID:0060228	intracranial berry aneurysm	0	2	4	0	0	6	6
DOID:0060294	cold-induced sweating syndrome	0	3	6	0	0	7	6
DOID:0110093	short-rib thoracic dysplasia 13 with or without polydactyly	0	5	1	0	0	6	6
DOID:13868	hypoactive sexual desire disorder	0	6	0	0	0	7	6
DOID:0111114	nephronophthisis 3	0	2	5	0	0	6	6
DOID:0111278	error	2	6	1	0	0	6	6
DOID:0050438	Frasier syndrome	3	2	4	0	0	6	6
DOID:13561	optic disk drusen	0	3	4	0	0	6	6
DOID:0110089	asphyxiating thoracic dystrophy 5	0	5	1	0	0	6	6
DOID:6203	thyroid hyalinizing trabecular adenoma	0	5	1	0	0	6	6
DOID:8634	prostate carcinoma in situ	0	5	0	0	1	6	6
DOID:13910	red color blindness	2	1	3	0	0	114	6
DOID:0060320	inguinal hernia	2	1	3	0	0	229	6
DOID:0080329	error	0	3	6	0	0	7	6
DOID:0111227	error	0	5	4	0	0	6	6
DOID:0050148	laryngotracheitis	0	6	0	0	0	6	6
DOID:0060230	basal ganglia calcification	1	3	4	0	0	11	6
DOID:0060231	Bruck syndrome	4	1	1	0	0	6	6
DOID:0110082	arrhythmogenic right ventricular dysplasia 11	0	4	2	0	0	6	6
DOID:0070167	error	0	6	1	0	0	6	6
DOID:4650	bilateral retinoblastoma	1	3	3	0	0	6	6
DOID:8619	recurrent hypersomnia	1	3	3	0	0	8	6
DOID:0060125	heavy chain disease	2	2	2	0	0	10	6
DOID:519	aortitis	1	4	1	0	0	20	6
DOID:10499	orbital granuloma	0	6	0	0	0	6	6
DOID:11595	scleral staphyloma	0	4	3	0	0	3	6
DOID:116	pericardium cancer	2	1	3	0	0	1	6
DOID:0111216	error	0	3	5	0	0	16	6
DOID:468	intramuscular hemangioma	2	4	1	0	0	256	6
DOID:5574	VIPoma	1	4	2	0	2	6	6
DOID:0111220	error	0	3	5	0	0	6	6
DOID:3616	angiolipoma	0	5	1	0	0	3	6
DOID:2599	glottis carcinoma	2	4	0	0	0	2	6
DOID:856	biotinidase deficiency	2	4	2	0	0	6	6
DOID:0110087	asphyxiating thoracic dystrophy 3	0	2	6	0	0	17	6
DOID:0050419	complement factor I deficiency	1	2	4	0	0	6	6
DOID:0080357	error	0	4	6	0	0	6	6
DOID:0060281	photosensitive epilepsy	0	3	4	0	0	103	6
DOID:3875	thrombophlebitis	1	3	2	0	0	3	6
DOID:0060315	oral hairy leukoplakia	3	4	1	0	0	6	6
DOID:0080508	error	0	1	6	0	0	6	6
DOID:0060346	Native American myopathy	2	4	1	0	0	6	6
DOID:4176	blood group incompatibility	3	2	1	0	0	6	6
DOID:0110014	age related macular degeneration 1	0	6	2	0	0	6	6
DOID:6823	pancreatoblastoma	1	4	0	1	0	6	6
DOID:10606	blind loop syndrome	2	2	3	0	0	6	6
DOID:0060366	Hennekam syndrome	0	2	6	0	0	7	6
DOID:6524	malignant ciliary body melanoma	0	5	1	0	0	6	6
DOID:2283	keratopathy	3	3	1	0	0	6	6
DOID:0060188	jejunoileitis	1	2	3	0	0	55	6
DOID:2282	hidradenitis	2	4	4	0	0	1	6
DOID:0080485	error	2	4	2	0	0	7	6
DOID:0110081	arrhythmogenic right ventricular dysplasia 10	0	4	2	0	0	6	6
DOID:2712	phimosis	1	5	0	0	0	6	6
DOID:0060191	gastroduodenal Crohn's disease	1	2	3	0	0	55	6
DOID:5729	intravenous leiomyomatosis	0	2	4	0	0	6	6
DOID:4870	lacrimal gland adenoid cystic carcinoma	2	4	0	0	0	6	6
DOID:0110941	autosomal recessive osteopetrosis 3	1	1	6	0	0	6	6
DOID:2562	suppurative periapical periodontitis	4	2	0	0	0	9	6
DOID:0070213	error	2	3	2	0	0	11	6
DOID:0080126	mitochondrial DNA depletion syndrome 7	0	1	6	0	0	6	6
DOID:4486	malignant biphasic mesothelioma	1	5	0	0	0	6	6
DOID:0050138	podoconiosis	0	4	2	0	0	6	6
DOID:2668	mesenchymoma	1	3	2	0	0	1	6
DOID:0040100	Hirata disease	0	6	2	0	0	6	6
DOID:0060215	Balo concentric sclerosis	2	4	1	0	0	35	5
DOID:5139	cellular leiomyoma	2	2	1	0	0	5	5
DOID:5763	lung clear cell-sugar-tumor	3	1	1	0	0	5	5
DOID:0060169	benign familial infantile epilepsy	2	2	3	0	0	21	5
DOID:174	acanthoma	2	0	3	0	0	5	5
DOID:4291	fibroepithelial basal cell carcinoma	1	3	2	0	0	5	5
DOID:0080201	Peters plus syndrome	0	4	2	0	0	5	5
DOID:2670	transitional papilloma	2	1	2	0	0	5	5
DOID:4543	retrograde amnesia	1	3	1	0	0	5	5
DOID:0070330	error	0	4	3	0	0	5	5
DOID:0090006	renal coloboma syndrome	0	3	3	0	0	11	5
DOID:3110	papillary cystadenocarcinoma	3	1	1	0	0	5	5
DOID:4491	persian gulf syndrome	0	3	3	0	0	5	5
DOID:9861	miliary tuberculosis	1	3	1	0	0	13	5
DOID:12357	viral labyrinthitis	0	4	1	0	0	5	5
DOID:3968	papillary follicular thyroid adenocarcinoma	0	2	3	0	0	5	5
DOID:0060773	cleft lip-palate-ectodermal dysplasia syndrome	0	2	5	0	0	5	5
DOID:5183	hereditary Wilms' tumor	0	4	1	0	0	5	5
DOID:0060719	autosomal recessive congenital ichthyosis 10	4	1	1	0	0	36	5
DOID:0060718	autosomal recessive congenital ichthyosis 9	4	1	1	0	0	36	5
DOID:0060743	methylmalonic acidemia cb1B type	0	3	2	0	0	5	5
DOID:0060717	autosomal recessive congenital ichthyosis 8	4	1	1	0	0	36	5
DOID:0111456	error	4	1	1	0	0	5	5
DOID:0060715	autosomal recessive congenital ichthyosis 6	4	1	2	0	0	37	5
DOID:0060165	Kleine-Levin syndrome	0	3	3	0	0	5	5
DOID:0111162	epidermal nevus	1	4	1	0	0	20	5
DOID:0060714	autosomal recessive congenital ichthyosis 5	4	1	1	0	0	37	5
DOID:2653	benign fibrous mesothelioma	1	1	3	0	0	6	5
DOID:0080029	autosomal recessive spinocerebellar ataxia 16	0	4	2	0	0	5	5
DOID:0050710	3-Methylcrotonyl-CoA carboxylase deficiency	0	2	5	0	0	5	5
DOID:7492	central epithelioid sarcoma	1	4	1	0	0	5	5
DOID:3690	brachial plexus neuropathy	1	3	2	0	0	8	5
DOID:0080020	Jansen's metaphyseal chondrodysplasia	2	4	2	0	0	5	5
DOID:0110120	Axenfeld-Rieger syndrome type 1	0	4	2	0	0	10	5
DOID:0060702	familial hypocalciuric hypercalcemia 3	0	1	5	0	0	9	5
DOID:0110889	inflammatory bowel disease 5	0	1	4	0	0	5	5
DOID:12237	bile reflux	5	1	0	0	0	5	5
DOID:11997	spermatocele	0	5	0	0	0	5	5
DOID:0110086	asphyxiating thoracic dystrophy 2	0	5	1	0	0	5	5
DOID:12803	Sly syndrome	1	4	2	0	0	5	5
DOID:0111193	error	1	3	2	0	0	5	5
DOID:1768	conversion disorder	2	1	1	1	0	24	5
DOID:0090109	autosomal dominant hypocalcemia	1	5	2	0	0	29	5
DOID:2097	vulval Paget's disease	1	5	0	0	0	5	5
DOID:7378	pituitary hypoplasia	0	1	4	0	0	5	5
DOID:0060341	agnathia-otocephaly complex	1	4	2	0	0	10	5
DOID:11623	dental pulp necrosis	2	3	0	0	0	5	5
DOID:0050818	transcobalamin II deficiency	4	2	1	0	0	5	5
DOID:0050984	spinocerebellar ataxia type 37	0	3	4	0	0	5	5
DOID:7587	supraglottis squamous cell carcinoma	5	0	0	0	0	5	5
DOID:2120	focal dermal hypoplasia	1	2	4	0	0	5	5
DOID:0090107	autosomal dominant hypocalcemia 1	1	4	2	0	0	29	5
DOID:12638	hypertrophic pyloric stenosis	1	4	1	0	0	27	5
DOID:4723	intracranial hypotension	1	3	1	0	0	5	5
DOID:12663	blastomycosis	0	4	1	0	0	5	5
DOID:0060322	mastoiditis	0	5	0	0	0	5	5
DOID:0090106	Bh4-deficient hyperphenylalaninemia A	3	1	2	0	0	5	5
DOID:6677	diffuse infiltrative lymphocytosis syndrome	0	3	2	0	0	5	5
DOID:4423	sea-blue histiocyte syndrome	0	5	1	0	0	5	5
DOID:0111329	error	0	5	1	0	0	5	5
DOID:2280	hidradenitis suppurativa	2	4	3	0	0	84	5
DOID:11502	mitral valve insufficiency	2	2	1	0	0	97	5
DOID:0050962	spinocerebellar ataxia type 12	1	5	1	0	0	5	5
DOID:12170	radial nerve lesion	0	5	0	0	0	5	5
DOID:0080119	mitochondrial DNA depletion syndrome 1	2	2	4	0	0	5	5
DOID:12557	Duane retraction syndrome	2	3	1	0	0	32	5
DOID:12559	idiopathic juvenile osteoporosis	1	1	3	0	0	14	5
DOID:0090113	RIDDLE syndrome	0	5	1	0	0	6	5
DOID:4430	somatostatinoma	3	3	2	0	0	5	5
DOID:2222	factor X deficiency	1	3	3	0	0	5	5
DOID:0090115	spinocerebellar ataxia type 1 with axonal neuropathy	2	3	2	0	0	5	5
DOID:0080122	mitochondrial DNA depletion syndrome 4a	2	4	1	0	0	31	5
DOID:4322	pilar sheath acanthoma	2	0	3	0	0	5	5
DOID:12171	radial neuropathy	0	5	0	0	0	5	5
DOID:2338	mandibular cancer	0	4	1	0	0	5	5
DOID:4437	skull base meningioma	0	5	0	0	0	5	5
DOID:431	myofascial pain syndrome	1	4	0	0	0	5	5
DOID:3918	pancreatic cystadenoma	3	2	0	0	0	5	5
DOID:0060602	alpha-methylacyl-CoA racemase deficiency	1	3	2	0	0	5	5
DOID:0090127	camptodactyly-arthropathy-coxa vara-pericarditis syndrome	0	2	4	0	0	5	5
DOID:12387	nephrogenic diabetes insipidus	3	3	1	1	1	72	5
DOID:6595	gastric tubular adenocarcinoma	1	3	0	1	0	5	5
DOID:0060275	pontocerebellar hypoplasia type 6	2	2	2	0	0	5	5
DOID:0110090	short-rib thoracic dysplasia 7 with or without polydactyly	0	5	1	0	0	5	5
DOID:5421	lung combined type small cell carcinoma	2	1	1	1	0	5	5
DOID:0050776	non-syndromic X-linked intellectual disability	1	4	2	0	0	57	5
DOID:5443	clear cell hidradenoma	3	1	2	0	0	12	5
DOID:0080051	acromesomelic dysplasia, Hunter-Thompson type	0	5	3	0	0	5	5
DOID:0060610	megacystis-microcolon-intestinal hypoperistalsis syndrome	0	5	1	0	0	14	5
DOID:4661	multiple chemical sensitivity	0	2	3	0	0	5	5
DOID:0060646	congenital chylothorax	0	5	0	0	0	5	5
DOID:9822	partial central choroid dystrophy	0	4	2	0	0	2	5
DOID:0060261	congenital ptosis	0	1	5	0	0	10	5
DOID:12128	pica disease	0	2	3	0	0	5	5
DOID:5442	eccrine acrospiroma	3	1	2	0	0	22	5
DOID:0111423	error	1	4	3	0	0	15	5
DOID:0050788	proximal symphalangism	0	2	5	0	0	5	5
DOID:0110972	brachydactyly type E1	0	4	2	0	0	5	5
DOID:12683	vestibular neuronitis	0	4	1	0	0	5	5
DOID:1023	borderline leprosy	1	4	0	0	0	5	5
DOID:4702	mongolian spot	0	2	3	0	0	5	5
DOID:2855	hyperthyroxinemia	0	3	4	0	0	5	5
DOID:0111254	error	1	4	2	0	0	5	5
DOID:0080055	achondrogenesis type IB	2	3	2	0	0	5	5
DOID:0110986	Joubert syndrome 17	0	5	1	0	0	5	5
DOID:0060540	Hermansky-Pudlak syndrome 2	0	5	2	0	0	5	5
DOID:0060541	Hermansky-Pudlak syndrome 3	0	4	2	0	0	5	5
DOID:5209	benign struma ovarii	0	2	3	0	0	5	5
DOID:4347	lymphocele	0	5	0	0	0	5	5
DOID:9273	citrullinemia	1	3	3	0	0	26	5
DOID:0090013	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, Nk cell-positive	0	3	3	0	0	5	5
DOID:0111206	error	0	1	5	0	0	9	5
DOID:2722	acrodermatitis	1	4	2	0	0	5	5
DOID:14183	alcoholic neuropathy	0	4	2	0	0	5	5
DOID:14308	skin epithelioid hemangioma	3	2	0	0	0	5	5
DOID:0110804	hereditary spastic paraplegia 52	0	1	4	0	0	5	5
DOID:624	transient hypogammaglobulinemia of infancy	2	3	0	0	0	5	5
DOID:0111078	tibial muscular dystrophy	3	2	1	0	0	46	5
DOID:14022	algoneurodystrophy	0	5	0	0	0	5	5
DOID:14671	multiple intestinal atresia	1	3	4	0	0	5	5
DOID:14319	pleuropneumonia	2	0	3	0	0	5	5
DOID:0050470	Donohue syndrome	2	4	1	0	0	17	5
DOID:11968	postmenopausal atrophic vaginitis	0	5	0	0	0	5	5
DOID:8872	penis carcinoma in situ	1	2	1	1	0	64	5
DOID:0050631	Allan-Herndon-Dudley syndrome	2	3	3	0	0	5	5
DOID:0110803	hereditary spastic paraplegia 51	0	1	4	0	0	5	5
DOID:0070077	schizophrenia 1	1	4	0	0	0	5	5
DOID:8454	ariboflavinosis	2	3	3	0	0	5	5
DOID:0111101	maturity-onset diabetes of the young type 5	0	2	5	0	0	5	5
DOID:0070155	hereditary sensory and autonomic neuropathy type 2A	0	4	4	0	0	5	5
DOID:13300	Scheuermann's disease	0	3	2	0	0	5	5
DOID:8252	chronic rhinitis	1	1	3	0	0	19	5
DOID:0111150	autosomal dominant isolated ectopia lentis 1	0	5	2	0	0	5	5
DOID:0111521	error	0	1	5	0	0	5	5
DOID:6163	familial renal papillary carcinoma	1	3	2	0	0	5	5
DOID:0050331	LADD syndrome	1	5	3	0	0	5	5
DOID:3279	spindle cell thymoma	2	0	3	0	0	5	5
DOID:11379	gnathomiasis	0	4	1	0	0	5	5
DOID:8702	cheek mucosa cancer	2	0	3	0	0	5	5
DOID:8476	Whipple disease	0	3	4	0	0	5	5
DOID:3576	sagittal sinus thrombosis	0	2	2	0	1	5	5
DOID:0090145	dopamine beta-hydroxylase deficiency	0	4	1	0	0	6	5
DOID:8643	duodenitis	2	1	3	0	0	5	5
DOID:0111387	error	2	1	3	0	0	18	5
DOID:6201	pericardial mesothelioma	2	1	2	0	0	5	5
DOID:0050456	Buruli ulcer disease	0	3	2	0	0	17	5
DOID:13891	bird fancier's lung	0	4	1	1	0	5	5
DOID:0110122	Axenfeld-Rieger syndrome type 3	0	4	1	0	0	6	5
DOID:0111389	error	0	4	5	0	1	5	5
DOID:11199	hypoparathyroidism	2	1	3	0	0	99	5
DOID:0110799	hereditary spastic paraplegia 47	0	1	4	0	0	6	5
DOID:14498	lipoid proteinosis	3	3	2	0	0	5	5
DOID:5391	bronchus adenoma	1	4	2	0	0	5	5
DOID:0110147	Bartter disease type 5	0	4	1	0	0	5	5
DOID:5337	epulis	0	4	0	1	0	4	5
DOID:13121	deficiency anemia	2	3	0	0	0	5	5
DOID:0080554	error	2	4	3	0	0	5	5
DOID:0080507	error	0	5	1	0	0	5	5
DOID:901	liver lymphoma	0	4	1	0	0	5	5
DOID:13622	campylobacteriosis	0	5	0	0	0	5	5
DOID:13724	scurvy	2	2	1	0	0	10	5
DOID:4795	Tay-Sachs disease AB variant	0	1	5	0	0	5	5
DOID:11103	rickettsialpox	0	4	2	0	0	5	5
DOID:8946	severe nonproliferative diabetic retinopathy	0	5	0	0	0	5	5
DOID:5303	cervical clear cell adenocarcinoma	5	0	0	0	0	5	5
DOID:0050475	Weill-Marchesani syndrome	0	1	5	0	0	6	5
DOID:0111506	error	0	3	3	0	0	5	5
DOID:0070235	error	0	5	2	0	0	5	5
DOID:10921	Siberian tick typhus	0	4	2	0	0	5	5
DOID:0111526	error	0	5	1	0	0	5	5
DOID:11240	appendiceal neoplasm	1	4	0	0	0	5	5
DOID:3357	extraosseous osteosarcoma	0	4	1	0	0	5	5
DOID:0080579	error	0	2	5	0	0	5	5
DOID:0110142	Bartter disease type 1	0	4	3	0	0	5	5
DOID:0110033	autosomal recessive Alport syndrome	0	3	4	0	0	9	5
DOID:0111346	error	0	3	4	0	0	5	5
DOID:11843	coronary artery anomaly	0	1	4	0	0	3	5
DOID:12905	sialolithiasis	1	3	1	0	0	5	5
DOID:1517	cecal benign neoplasm	0	5	0	0	0	5	5
DOID:0110650	long QT syndrome 9	0	2	4	0	0	5	5
DOID:0111512	error	2	3	1	0	0	5	5
DOID:14775	brittle cornea syndrome	1	4	1	1	0	11	5
DOID:0080506	error	1	5	1	0	0	5	5
DOID:0111266	error	0	3	5	0	0	5	5
DOID:4257	Caffey disease	0	3	3	0	0	5	5
DOID:3341	osteitis fibrosa	1	4	0	0	0	5	5
DOID:0111065	autosomal recessive distal spinal muscular atrophy 2	0	1	5	0	0	5	5
DOID:14762	calcaneonavicular coalition	0	1	5	0	0	5	5
DOID:0110679	congenital myasthenic syndrome 4C	0	3	4	0	0	5	5
DOID:8892	pityriasis rosea	0	5	0	0	0	5	5
DOID:8564	lip cancer	4	1	1	0	0	5	5
DOID:11295	retinal microaneurysm	3	1	1	0	0	10	4
DOID:0110143	Bartter disease type 2	0	4	1	0	0	4	4
DOID:0080213	punctate palmoplantar keratoderma type II	1	3	0	0	0	4	4
DOID:0050949	autosomal recessive hypophosphatemic rickets	3	2	1	0	0	11	4
DOID:4853	pilocytic astrocytoma of cerebellum	0	2	3	0	0	4	4
DOID:2173	eyelid neoplasm	2	1	1	0	0	4	4
DOID:0060407	chromosome 18q deletion syndrome	0	2	2	0	0	8	4
DOID:14087	epicondylitis	1	1	2	0	0	4	4
DOID:0080125	mitochondrial DNA depletion syndrome 6	0	1	4	0	0	4	4
DOID:0050472	monilethrix	0	3	1	0	0	6	4
DOID:0110072	arrhythmogenic right ventricular dysplasia 3	0	4	0	0	0	4	4
DOID:14089	root caries	2	4	0	0	0	4	4
DOID:14179	Bruton-type agammaglobulinemia	1	2	1	0	0	69	4
DOID:0050983	spinocerebellar ataxia type 36	0	2	3	0	0	4	4
DOID:845	cyclothymic disorder	0	0	4	0	0	4	4
DOID:10289	prostate malignant phyllodes tumor	2	2	0	0	0	4	4
DOID:3611	acute retinal necrosis syndrome	2	2	0	0	0	4	4
DOID:0050880	Koolen de Vries syndrome	0	2	3	0	0	4	4
DOID:2344	polyclonal hypergammaglobulinemia	2	2	0	0	0	5	4
DOID:4424	juvenile xanthogranuloma	0	2	2	0	0	4	4
DOID:0060356	Vici syndrome	1	3	2	0	0	4	4
DOID:0050978	spinocerebellar ataxia type 29	0	2	3	0	0	4	4
DOID:0060403	chromosome 17q11.2 deletion syndrome, 1.4Mb	0	4	1	0	0	4	4
DOID:479	angiokeratoma	2	3	0	0	1	4	4
DOID:0060404	chromosome 17q12 deletion syndrome	0	2	2	0	0	4	4
DOID:11126	acquired thrombocytopenia	1	1	2	0	0	4	4
DOID:0050468	yellow nail syndrome	0	4	0	0	0	4	4
DOID:1406	iritis	0	3	1	0	0	4	4
DOID:0060370	autosomal recessive early-onset Parkinson's disease 7	0	3	4	0	0	4	4
DOID:0111063	hyperphosphatemic familial tumoral calcinosis	2	3	3	0	1	41	4
DOID:0080510	error	0	3	4	0	0	4	4
DOID:0080123	mitochondrial DNA depletion syndrome 4b	2	1	4	0	0	5	4
DOID:4327	Marburg hemorrhagic fever	0	4	0	0	0	4	4
DOID:2312	nocardiosis	0	2	2	0	0	4	4
DOID:0111341	error	2	2	1	0	0	4	4
DOID:5718	adrenal neuroblastoma	0	4	0	0	0	4	4
DOID:0111294	error	0	1	4	0	0	4	4
DOID:0050977	spinocerebellar ataxia type 28	0	2	3	0	0	4	4
DOID:12165	retinal lattice degeneration	0	0	4	0	0	4	4
DOID:0110851	rhizomelic chondrodysplasia punctata type 1	1	2	3	0	0	23	4
DOID:3798	pleural empyema	2	2	0	0	0	4	4
DOID:2301	atrophy of prostate	1	3	0	0	0	4	4
DOID:3593	epithelioid trophoblastic tumor	3	1	0	0	0	4	4
DOID:0110073	arrhythmogenic right ventricular dysplasia 4	0	4	0	0	0	4	4
DOID:0110146	Bartter disease type 4b	0	4	1	0	0	5	4
DOID:0110084	arrhythmogenic right ventricular dysplasia 13	0	4	0	0	0	4	4
DOID:3873	nodular medulloblastoma	1	2	1	0	0	4	4
DOID:0060236	xanthinuria	1	1	3	0	0	7	4
DOID:0070184	error	0	3	2	0	0	4	4
DOID:0080196	mandibulofacial dysostosis, Guion-Almeida type	1	3	2	0	0	4	4
DOID:0060238	Van Maldergem syndrome	0	4	2	0	0	4	4
DOID:0060242	synpolydactyly	2	1	3	0	0	15	4
DOID:0060243	stuttering	2	2	1	0	0	50	4
DOID:0070173	error	0	3	3	0	0	4	4
DOID:12323	cough variant asthma	2	2	0	0	0	4	4
DOID:3642	empty sella syndrome	0	4	0	0	0	4	4
DOID:0080475	error	0	3	2	0	0	4	4
DOID:859	holocarboxylase synthetase deficiency	2	3	2	0	0	4	4
DOID:849	rheumatoid lung disease	0	4	0	0	0	4	4
DOID:8596	scarlet fever	0	4	3	0	0	4	4
DOID:5591	eccrine papillary adenocarcinoma	0	1	3	0	0	4	4
DOID:12253	testicular lymphoma	0	1	3	0	0	4	4
DOID:0070191	error	0	3	2	0	0	4	4
DOID:2689	lymphangiosarcoma	0	3	1	0	0	5	4
DOID:13381	pernicious anemia	1	1	2	0	0	18	4
DOID:1339	Diamond-Blackfan anemia	2	1	2	0	0	96	4
DOID:4797	SM-AHNMD	0	0	4	0	0	4	4
DOID:2708	mushroom workers' lung	0	2	2	0	0	4	4
DOID:0111276	error	0	2	4	0	0	4	4
DOID:5636	cervical adenosquamous carcinoma	0	3	1	0	0	4	4
DOID:0080330	error	0	3	2	0	0	4	4
DOID:0070192	error	0	3	3	0	0	4	4
DOID:13446	basilar artery occlusion	0	4	0	0	0	4	4
DOID:0111351	error	0	2	3	0	0	4	4
DOID:0060222	Scheie syndrome	3	1	2	0	1	16	4
